MERRIMACK MIDDLE SCHOOL      MERRIMACK       NH
MANCHESTER SCHOOL OF TECHNOLOGY (HIGH SCHOOL)      MANCHESTER       NH
TABERNACLE CHRISTIAN SCHOOL      LITCHFIELD       NH
COCHECO ACADEMY FOR THE ARTS      DOVER       NH
GREAT BAY KIDS' COMPANY      PORTSMOUTH       NH
EAST KINGSTON ELEMENTARY SCHOOL      EAST KINGSTON       NH
SOUTHWICK SCHOOL      NORTHFIELD       NH
BERLIN MIDDLE SCHOOL      BERLIN       NH
MARIE'S DAY CARE      ALEXANDRIA       NH
STEVENS HIGH SCHOOL      CLAREMONT       NH
ABOVE AND BEYOND CHILD CARE - MERRIMACK      MERRIMACK       NH
EXETER DAY SCHOOL      EXETER       NH
KIDS ONLY DAY CARE      BERLIN       NH
CANTERBURY ELEMENTARY SCHOOL      CANTERBURY       NH
WHITE MOUNTAIN WALDORF SCHOOL      CONWAY       NH
SEEDLINGS EARLY LEARNING CENTER      EPPING       NH
KEENE MONTESSORI SCHOOL      KEENE       NH
STRATFORD PUBLIC SCHOOL      STRATFORD       NH
CONWAY ELEMENTARY SCHOOL      CONWAY       NH
MONTESSORI CHILDREN'S GARDEN      GOFFSTOWN       NH
LYME ELEMENTARY SCHOOL      LYME       NH
KIDDIE CORNER LEARNING CENTER      MANCHESTER       NH
WEARE MIDDLE SCHOOL      WEARE       NH
EASTERSEALS LANCASTER SCHOOL      LANCASTER       NH
ALLENSTOWN ELEMENTARY SCHOOL      ALLENSTOWN       NH
BIRCH HILL ELEMENTARY SCHOOL      NASHUA       NH
EPPING MIDDLE SCHOOL      EPPING       NH
SUNRISE CHILDREN'S CENTER      AMHERST       NH
ARMAND R. DUPONT SCHOOL      ALLENSTOWN       NH
VERMONT PERMANENCY INITIATIVE - BECKET HOUSE @ HALL FARM AND      HAVERHILL       NH
PENACOOK ELEMENTARY SCHOOL      CONCORD       NH
EAST DERRY MEMORIAL ELEMENTARY SCHOOL      DERRY       NH
HOLY FAMILY ACADEMY      MANCHESTER       NH
SOUTHERN NH SERVICES - BRONSTEIN HEAD START      NASHUA       NH
STEWARTSTOWN COMMUNITY SCHOOL      STEWARTSTOWN       NH
DERRY VILLAGE SCHOOL      DERRY       NH
SUTTON CENTRAL ELEMENTARY SCHOOL      SUTTON       NH
PETER WOODBURY SCHOOL      BEDFORD       NH
STAY AND PLAY EARLY LEARNING CENTER      DOVER       NH
MANCHESTER HEAD START WEST      MANCHESTER       NH
NUTE JUNIOR HIGH SCHOOL      MILTON       NH
MOUNTAIN SHADOWS SCHOOL      DUBLIN       NH
ROCKWOOD ACRES DAYCARE      BOW       NH
SANBORN REGIONAL HIGH SCHOOL      KINGSTON       NH
NORTH SALEM ELEMENTARY SCHOOL      SALEM       NH
GRINNELL SCHOOL      DERRY       NH
SOUTHERN NEW HAMPSHIRE SERVICES SEABROOK HEAD START      SEABROOK       NH
NEW BOSTON CENTRAL SCHOOL      NEW BOSTON       NH
BATH VILLAGE SCHOOL      BATH       NH
ENDLESS OPPORTUNITIES      SALEM       NH
PORTSMOUTH HIGH SCHOOL      PORTSMOUTH       NH
INTER-LAKES MIDDLE TIER      MEREDITH       NH
GRANITE HILL SCHOOL      NEWPORT       NH
WENTWORTH ELEMENTARY SCHOOL      WENTWORTH       NH
THE PRESCHOOL IN THE VILLAGE      AMHERST       NH
WHITE MOUNTAIN SCHOOL      BETHLEHEM       NH
MERRIMACK HIGH SCHOOL      MERRIMACK       NH
GILFORD MIDDLE SCHOOL      GILFORD       NH
ELM STREET SCHOOL      LACONIA       NH
GROWING PLACES      DURHAM       NH
RISE...FOR BABY AND FAMILY      KEENE       NH
ST. BENEDICT ACADEMY      MANCHESTER       NH
CANAAN ELEMENTARY SCHOOL      CANAAN       NH
HAMPSTEAD ACADEMY      HAMPSTEAD       NH
ERROL CONSOLIDATED ELEMENTARY SCHOOL      ERROL       NH
CANTERBURY KIDS LEARNING CENTER      CANTERBURY       NH
GREAT BROOK SCHOOL      ANTRIM       NH
PEARL'S LITTLE ANGELS      GRANTHAM       NH
NOTTINGHAM ELEMENTARY SCHOOL      NOTTINGHAM       NH
WOODLAND HEIGHTS ELEMENTARY SCHOOL      LACONIA       NH
PARKER-VARNEY SCHOOL      MANCHESTER       NH
OSSIPEE CENTRAL SCHOOL      OSSIPEE       NH
WARE TO GROW      NASHUA       NH
NUTE HIGH SCHOOL      MILTON       NH
FLORENCE RIDEOUT ELEMENTARY SCHOOL      WILTON       NH
CROYDON VILLAGE SCHOOL      CROYDON       NH
WINDHAM ACADEMY PUBLIC CHARTER SCHOOL      WINDHAM       NH
BARRINGTON MIDDLE SCHOOL      BARRINGTON       NH
WOODLAND COMMUNITY SCHOOL      BETHLEHEM       NH
SILLY GOOSE DAY CARE      FRANKLIN       NH
IMMACULATE HEART OF MARY SCHOOL      RICHMOND       NH
CARDIGAN MOUNTAIN SCHOOL      CANAAN       NH
DUBLIN SCHOOL      DUBLIN       NH
HILLSBORO-DEERING MIDDLE SCHOOL      HILLSBOROUGH       NH
DANIEL J. BAKIE SCHOOL      KINGSTON       NH
OYSTER RIVER MIDDLE SCHOOL      DURHAM       NH
SOUTH MERRIMACK CHRISTIAN ACADEMY      MERRIMACK       NH
THE WINCHESTER LEARNING CENTER      WINCHESTER       NH
MANCHESTER WEST HIGH SCHOOL      MANCHESTER       NH
LIN-WOOD PUBLIC SCHOOL (ELEM)      LINCOLN       NH
HOLLIS-BROOKLINE HIGH SCHOOL      HOLLIS       NH
WONDER YEARS LEARNING CENTER      SALEM       NH
CORNERSTONE CHRISTIAN ACADEMY      OSSIPEE       NH
GROVETON HIGH SCHOOL      NORTHUMBERLAND       NH
NOTTINGHAM WEST ELEMENTARY SCHOOL      HUDSON       NH
LINCOLN STREET ELEMENTARY SCHOOL      EXETER       NH
BEARCAMP VALLEY SCHOOL & CHILDRENS CENTER      TAMWORTH       NH
CROTCHED MOUNTAIN REHABILITATION CENTER      GREENFIELD       NH
JAFFREY-RINDGE MIDDLE SCHOOL      JAFFREY       NH
HENRY J. MCLAUGHLIN MIDDLE SCHOOL      MANCHESTER       NH
SARAH PORTER SCHOOL      LANGDON       NH
INFANT JESUS SCHOOL      NASHUA       NH
MONTESSORI SCHOOLHOUSE OF CHESHIRE COUNTY      KEENE       NH
WHITE BIRCH COMMUNITY CENTER      HENNIKER       NH
MERRIMACK VALLEY DAY CARE SERVICE      CONCORD       NH
PINE HAVEN BOYS CENTER      ALLENSTOWN       NH
GONIC SCHOOL      ROCHESTER       NH
HAPPY HELPERS PRESCHOOL EDUCATIONAL CENTER      DOVER       NH
WOODSVILLE HIGH SCHOOL      HAVERHILL       NH
GILSUM ELEMENTARY SCHOOL      GILSUM       NH
KIDS CONNECTIONS      JEFFERSON       NH
MANCHESTER CENTRAL HIGH SCHOOL      MANCHESTER       NH
MONADNOCK REGIONAL HIGH SCHOOL      SWANZEY       NH
BELMONT ELEMENTARY SCHOOL      BELMONT       NH
HAPPY VALLEY SCHOOL      PETERBOROUGH       NH
EARLY CHILDHOOD LEARNING CENTER      BARRINGTON       NH
JACK AND JILL SCHOOL      ROCHESTER       NH
DOVER CHILDREN'S CENTER      DOVER       NH
MONADNOCK REGIONAL MIDDLE SCHOOL      SWANZEY       NH
WILSON SCHOOL      MANCHESTER       NH
NEW HAMPTON COMMUNITY SCHOOL      NEW HAMPTON       NH
BLUE HERON PRESCHOOL      HOLDERNESS       NH
COUNTRY CLUB FOR KIDS II      FREMONT       NH
FRANKLIN ELEMENTARY SCHOOL      KEENE       NH
LUV BUGS FOREVER      NASHUA       NH
SOUTHERN NEW HAMPSHIRE SERVICES      MANCHESTER       NH
SEACOAST LEARNING COLLABORATIVE      BRENTWOOD       NH
MATTHEW THORNTON ELEMENTARY SCHOOL      LONDONDERRY       NH
CHESTNUT CHRISTIAN PRESCHOOL & KINDERGARTEN      NEW BOSTON       NH
BROOKS' COLEBROOK COUNTRY DAY SCHOOL      COLEBROOK       NH
PITTSBURG SCHOOL (ELEM)      PITTSBURG       NH
BARNSTEAD ELEMENTARY SCHOOL      BARNSTEAD       NH
EDUCARE DAYCARE AND LEARNING CENTER      GOFFSTOWN       NH
VICTORY HIGH SCHOOL      JAFFREY       NH
BEGINNINGS AND BEYOND      HAMPSTEAD       NH
SOPHIA'S HEARTH FAMILY CENTER      KEENE       NH
FUN AFTER SCHOOL PROGRAM      HAMPTON       NH
WILLIAM T. BARRON ELEMENTARY SCHOOL      SALEM       NH
PAUL ELEMENTARY SCHOOL      WAKEFIELD       NH
LITTLE HANDS, BIG DREAMS CHILDCARE CENTER      CONWAY       NH
BOW YOUTH CENTER      BOW       NH
CALVARY CHRISTIAN SCHOOL      PLYMOUTH       NH
KINGSWOOD REGIONAL HIGH SCHOOL      WOLFEBORO       NH
MILFORD HIGH SCHOOL      MILFORD       NH
PEMI YOUTH CENTER      PLYMOUTH       NH
LACONIA CHRISTIAN ACADEMY      LACONIA       NH
CHAMBERLAIN STREET SCHOOL      ROCHESTER       NH
LITTLE SPROUTS      STRATHAM       NH
SOUTH RANGE ELEMENTARY SCHOOL      DERRY       NH
ERNEST P. BARKA ELEMENTARY SCHOOL      DERRY       NH
CHICHESTER CENTRAL SCHOOL      CHICHESTER       NH
SANT BANI SCHOOL      SANBORNTON       NH
CELEBRATING CHILDREN      BOW       NH
HERON POND ELEMENTARY SCHOOL      MILFORD       NH
NORTH COUNTRY CHARTER ACADEMY (M)      LITTLETON       NH
SCRIBBLES EARLY LEARNING CENTER      BROOKLINE       NH
NORTH HAMPTON SCHOOL      NORTH HAMPTON       NH
GREEN MOUNTAIN CHILDREN'S CENTER - CLAREMONT      CLAREMONT       NH
IMPRINTS DAY SCHOOL      NORTH HAMPTON       NH
KEARSARGE REGIONAL HIGH SCHOOL      SUTTON       NH
TUMBLEWEEDS CHILD CARE      WILTON       NH
HAZEL MACBRIEN NURSERY SCHOOL      WAKEFIELD       NH
HUDSON MEMORIAL SCHOOL      HUDSON       NH
ST. JOSEPH REGIONAL JUNIOR HIGH SCHOOL      MANCHESTER       NH
HAMPSTEAD MIDDLE SCHOOL      HAMPSTEAD       NH
HOLLIS-BROOKLINE MIDDLE SCHOOL      HOLLIS       NH
MAGICAL MOMENTS DAYCARE      NORTHWOOD       NH
PENNICHUCK MIDDLE SCHOOL      NASHUA       NH
PRESENTATION OF MARY ACADEMY      HUDSON       NH
SPAULDING HIGH SCHOOL      ROCHESTER       NH
YMCA ALLARD CENTER CHILD DEVELOPMENT CENTER      GOFFSTOWN       NH
BLUEBERRY EXPRESS DAY CARE CENTER      PITTSFIELD       NH
MID-STATE HEALTH CENTER: CHILDRENS' LEARNING CENTER      PLYMOUTH       NH
NFI NORTH - CONTOOCOOK SCHOOL      HOPKINTON       NH
ROBERT J. LISTER ACADEMY      PORTSMOUTH       NH
JAMES FAULKNER ELEMENTARY SCHOOL      STODDARD       NH
FRANCES C. RICHMOND SCHOOL      HANOVER       NH
HEAVENLY SONSHINE PRESCHOOL      BELMONT       NH
MOULTONBOROUGH CENTRAL SCHOOL      MOULTONBOROUGH       NH
STRAFFORD SCHOOL      STRAFFORD       NH
MAPLE AVENUE SCHOOL      CLAREMONT       NH
DR. H. O. SMITH ELEMENTARY SCHOOL      HUDSON       NH
WINDY HILL SCHOOL      NEW LONDON       NH
THE BIRCHTREE CENTER      NEWINGTON       NH
RICHARDS ELEMENTARY SCHOOL      NEWPORT       NH
GILFORD HIGH SCHOOL      GILFORD       NH
PLAISTOW LEARNING CENTER      PLAISTOW       NH
NORTH END MONTESSORI SCHOOL ,LLC      MANCHESTER       NH
LONDONDERRY MIDDLE SCHOOL      LONDONDERRY       NH
PRIMROSE SCHOOL AT BEDFORD HILLS      BEDFORD       NH
THE CHASE HOME FOR CHILDREN      PORTSMOUTH       NH
LYNDEBOROUGH CENTRAL SCHOOL      LYNDEBOROUGH       NH
GORHAM COMMUNITY LEARNING CENTER      GORHAM       NH
MASCOMA COOPERATIVE PRESCHOOL      ENFIELD       NH
FRANCONIA CHILDREN'S CENTER      FRANCONIA       NH
HAMPSHIRE COOPERATIVE NURSERY SCHOOL      HANOVER       NH
BERLIN SENIOR HIGH SCHOOL      BERLIN       NH
STORYBOOK HOLLOW EARLY LEARNING PROGRAM      BARRINGTON       NH
GROWING PLACES      LEE       NH
WINDHAM COOPERATIVE KINDERGARTEN AND NURSERY      WINDHAM       NH
AUBURN CHILDREN'S HOUSE, A MONTESSORI SCHOOL      AUBURN       NH
WEST RUNNING BROOK MIDDLE SCHOOL      DERRY       NH
CENTER WOODS SCHOOL      WEARE       NH
DEERFIELD COMMUNITY SCHOOL      DEERFIELD       NH
CHILDREN IN MOTION      DOVER       NH
MONT VERNON VILLAGE SCHOOL      MONT VERNON       NH
EAGER BEAVER CHILD CARE CENTER      GOFFSTOWN       NH
SALEM HIGH SCHOOL      SALEM       NH
JP KIDS & COMPANY      WINDHAM       NH
COMPASS CLASSICAL ACADEMY CHARTER SCHOOL (E)      FRANKLIN       NH
APPLE BLOSSOMS CHILD CENTER      MANCHESTER       NH
PELHAM HIGH SCHOOL      PELHAM       NH
VICTORY BAPTIST SCHOOL      LONDONDERRY       NH
LITTLE HANDS      SOMERSWORTH       NH
BOW HIGH SCHOOL      BOW       NH
GILMANTON ELEMENTARY SCHOOL      GILMANTON       NH
TIMBERLANE REGIONAL MIDDLE SCHOOL      PLAISTOW       NH
SHAKER ROAD SCHOOL      CONCORD       NH
KEENE FAMILY YMCA MAPLE AVENUE LEARNING CENTER      KEENE       NH
KIDDIE ACADEMY OF WINDHAM      WINDHAM       NH
LITTLETON HEAD START      LITTLETON       NH
MASON ELEMENTARY SCHOOL      MASON       NH
SANBORNTON CENTRAL SCHOOL      SANBORNTON       NH
WINNACUNNET HIGH SCHOOL      HAMPTON       NH
SOUTHWESTERN COMMUNITY SERVICES - NEWPORT HEAD START      NEWPORT       NH
LONDONDERRY LEARNING ACADEMY      LONDONDERRY       NH
HOLY TRINITY CATHOLIC SCHOOL      LACONIA       NH
SEACOAST CHARTER SCHOOL      DOVER       NH
BEDFORD HIGH SCHOOL      BEDFORD       NH
GRIFFIN MEMORIAL SCHOOL      LITCHFIELD       NH
OVER THE RAINBOW PRESCHOOL      DERRY       NH
YMCA OF GREATER LONDONDERRY SCHOOL'S OUT PROGRAM      LONDONDERRY       NH
MAPLE STREET ELEMENTARY SCHOOL      HOPKINTON       NH
SONSHINE PRESCHOOL AND DAY CARE      DERRY       NH
ST. JOSEPH REGIONAL      SALEM       NH
WINDHAM MIDDLE SCHOOL      WINDHAM       NH
HENRY WILSON MEMORIAL SCHOOL      FARMINGTON       NH
NORTH COUNTRY CHARTER ACADEMY LANCASTER (M)      LANCASTER       NH
TROY ELEMENTARY SCHOOL      TROY       NH
WATERVILLE VALLEY ELEMENTARY SCHOOL      WATERVILLE VALLEY       NH
LITTLE EXPLORERS LEARNING CENTER      PLAISTOW       NH
FARMINGTON SENIOR HIGH SCHOOL      FARMINGTON       NH
4 KIDS CHILD CARE      FARMINGTON       NH
CHILD GUIDANCE EARLY LEARNING CENTER      MANCHESTER       NH
GLEN LAKE SCHOOL      GOFFSTOWN       NH
EXETER HIGH SCHOOL      EXETER       NH
EVA'S FAMILY CHILD CARE      CONWAY       NH
BARRINGTON VILLAGE FAMILY AND CHILD ENRICHMENT CENTER      BARRINGTON       NH
EPSOM CENTRAL SCHOOL      EPSOM       NH
ONE-4-ALL CHILD CARE      CLAREMONT       NH
HUMPTY DUMPTY LEARNING CENTER      NASHUA       NH
LITTLE TREASURES      NASHUA       NH
GREAT BAY KIDS' COMPANY      NEWMARKET       NH
WALPOLE ELEMENTARY SCHOOL      WALPOLE       NH
JJ'S PLAYLAND      EFFINGHAM       NH
COE-BROWN NORTHWOOD ACADEMY      NORTHWOOD       NH
SOUTHWESTERN COMMUNITY SERVICES-DREWSVILLE HEADSTART      WALPOLE       NH
VILLAGE NURSERY SCHOOL      GILFORD       NH
CHRISTA MCAULIFFE SCHOOL      CONCORD       NH
THE CHILDREN'S LEARNING CENTER @ CMC/DHK      KEENE       NH
THE LEARNING PATH      ATKINSON       NH
GRANTHAM VILLAGE SCHOOL      GRANTHAM       NH
GROVETON HEADSTART      NORTHUMBERLAND       NH
UNION SANBORN SCHOOL      NORTHFIELD       NH
IMAGINATION INN      ANDOVER       NH
PROCTOR ACADEMY      ANDOVER       NH
CHILDREN UNLIMITED      CONWAY       NH
BERNICE A. RAY SCHOOL      HANOVER       NH
HERITAGE CHRISTIAN SCHOOL      RINDGE       NH
JOHN STARK REGIONAL HIGH SCHOOL      WEARE       NH
WOODSVILLE ELEMENTARY SCHOOL      HAVERHILL       NH
BRIGHT HOUSE FAMILY DAYCARE      LONDONDERRY       NH
KWIATKOWSKI'S LITTLE FLOWERS      MERRIMACK       NH
BECKY'S HOUSE FAMILY DAY CARE      HUDSON       NH
AMHERST MIDDLE SCHOOL      AMHERST       NH
THE WORLD OF DISCOVERY      LONDONDERRY       NH
TLC CHILDCARE      CONWAY       NH
NEW LONDON EARLY LEARNING CENTER      NEW LONDON       NH
THE EARLY ENRICHMENT CENTER      CONCORD       NH
UNDER HIS WINGS PRESCHOOL      GILFORD       NH
LITTLE TREE EDUCATION CENTER      MADBURY       NH
KENNETH A. BRETT SCHOOL      TAMWORTH       NH
SEABROOK MIDDLE SCHOOL      SEABROOK       NH
PORTSMOUTH CHRISTIAN ACADEMY      DOVER       NH
THE GODDARD SCHOOL      NASHUA       NH
AGES AND STAGES      HAMPSTEAD       NH
WHITE MOUNTAIN MONTESSORI SCHOOL      HOLDERNESS       NH
WILLIAM ALLEN SCHOOL      ROCHESTER       NH
RUSSELL ELEMENTARY SCHOOL      RUMNEY       NH
MS. DARLENE'S EARLY LEARNING CENTER AND CHILD CARE      LONDONDERRY       NH
POLARIS CHARTER SCHOOL      MANCHESTER       NH
MONADNOCK COMMUNITY EARLY LEARNING CENTER      PETERBOROUGH       NH
MASCENIC REGIONAL HIGH SCHOOL      NEW IPSWICH       NH
HIGH MOWING SCHOOL      WILTON       NH
MILFORD MIDDLE SCHOOL      MILFORD       NH
TIMBERLANE REGIONAL HIGH SCHOOL      PLAISTOW       NH
APPLESEEDS DAY SCHOOL      EXETER       NH
BARRINGTON ELEMENTARY SCHOOL      BARRINGTON       NH
CRESCENT LAKE SCHOOL      WOLFEBORO       NH
APPLE BLOSSOMS CHILD CARE      MERRIMACK       NH
BOW ELEMENTARY SCHOOL      BOW       NH
KENNETT HIGH SCHOOL      CONWAY       NH
SOUTHWESTERN COMMUNITY SERVICES -  JAFFREY HEAD START      JAFFREY       NH
JAMES MASTRICOLA UPPER ELEMENTARY SCHOOL      MERRIMACK       NH
GIRLS INCORPORATED OF NEW HAMPSHIRE      NASHUA       NH
DUNBARTON ELEMENTARY SCHOOL      DUNBARTON       NH
ALL ABOARD PRESCHOOL & CHILD CARE CENTER      NOTTINGHAM       NH
MAPLE STREET MAGNET SCHOOL      ROCHESTER       NH
PLAYMATES LEARNING CENTER      SANDOWN       NH
NORTH WALPOLE SCHOOL      WALPOLE       NH
PLACE FOR FRIENDS AND FUN      PORTSMOUTH       NH
GREEN VALLEY SCHOOL      PEMBROKE       NH
PIERMONT VILLAGE SCHOOL      PIERMONT       NH
KEENE DAY CARE CENTER      KEENE       NH
LEBANON HIGH SCHOOL      LEBANON       NH
NELSON ELEMENTARY SCHOOL      NELSON       NH
HIGHLAND-GOFFES FALLS SCHOOL      MANCHESTER       NH
MIDDLETON ELEMENTARY SCHOOL      MIDDLETON       NH
MAPLE WOOD ELEMENTARY SCHOOL      SOMERSWORTH       NH
THE LAMB'S WORKSHOP      BEDFORD       NH
KINGSWOOD REGIONAL MIDDLE SCHOOL      WOLFEBORO       NH
LEE HILL EARLY LEARNING CENTER      LEE       NH
COUNTRY VIEW DAY SCHOOL      LACONIA       NH
RAINBOWLAND CHILD DEVELOPMENT CENTER      BEDFORD       NH
MAIN DUNSTABLE SCHOOL      NASHUA       NH
SIMES DAY CARE      THORNTON       NH
HAWTHORNE ACADEMY      ANTRIM       NH
PLYMOUTH ELEMENTARY SCHOOL      PLYMOUTH       NH
JACKSON GRAMMAR SCHOOL      JACKSON       NH
WEBSTER SCHOOL      MANCHESTER       NH
SHORTRIDGE ACADEMY      MILTON       NH
HILLSBORO-DEERING ELEMENTARY SCHOOL      HILLSBOROUGH       NH
NEWPORT MONTESSORI SCHOOL      NEWPORT       NH
ROSS A. LURGIO MIDDLE SCHOOL      BEDFORD       NH
BARTLETT ELEMENTARY SCHOOL      MANCHESTER       NH
SURRY VILLAGE CHARTER SCHOOL      SURRY       NH
STRAFFORD COUNTY HEAD START - MILTON CHILDREN'S CENTER      MILTON       NH
DOVER HEADSTART      DOVER       NH
HENRY W. MOORE SCHOOL      CANDIA       NH
PITTSFIELD HIGH SCHOOL      PITTSFIELD       NH
THE LEARNING CENTER AT CONCORD HOSPITAL      CONCORD       NH
GOSSLER PARK SCHOOL      MANCHESTER       NH
SOUTHERN NH SERVICES CHILD DEVELOPMENT CENTER      NASHUA       NH
CHESTER ACADEMY      CHESTER       NH
ENFIELD VILLAGE SCHOOL      ENFIELD       NH
IBER HOLMES GOVE MIDDLE SCHOOL      RAYMOND       NH
MENA'S CHILD CARE      NASHUA       NH
CREATIVE KIDS CHILD CARE      HENNIKER       NH
MISS DEB'S PLAYGROUP      SUNAPEE       NH
CHESTERFIELD CENTRAL SCHOOL      CHESTERFIELD       NH
WALTER F. HAIGUE SCHOOL      SALEM       NH
MEMORIAL SCHOOL      NEWTON       NH
ALTON CENTRAL SCHOOL (ELEM)      ALTON       NH
ST. CHARLES SCHOOL      ROCHESTER       NH
COLEBROOK ELEMENTARY SCHOOL      COLEBROOK       NH
LITTLETON HIGH SCHOOL      LITTLETON       NH
THE TOT SPOT      CONCORD       NH
HAROLD MARTIN SCHOOL      HOPKINTON       NH
SANDWICH CHILDREN'S CENTER      SANDWICH       NH
CHILDREN'S CENTER FOR CREATIVE LEARNING      BRADFORD       NH
ELLIS SCHOOL      FREMONT       NH
ELM STREET MIDDLE SCHOOL      NASHUA       NH
MOUNT ROYAL ACADEMY INC.      SUNAPEE       NH
SUNAPEE CENTRAL SCHOOL      SUNAPEE       NH
WHITEFIELD ELEMENTARY SCHOOL      WHITEFIELD       NH
WILTON-LYNDEBORO SENIOR HIGH SCHOOL      WILTON       NH
CAMPBELL HIGH SCHOOL      LITCHFIELD       NH
NANCY LOUD SCHOOL      ROCHESTER       NH
LIN-WOOD PUBLIC SCHOOL (MIDDLE)      LINCOLN       NH
JESSE REMINGTON HIGH SCHOOL      CANDIA       NH
POLKA DOTS CHILD CARE CENTER      HOOKSETT       NH
EFFINGHAM ELEMENTARY SCHOOL      EFFINGHAM       NH
PORTSMOUTH MIDDLE SCHOOL      PORTSMOUTH       NH
JOHN D. PERKINS ACADEMY      MARLOW       NH
HEATHER'S LITTLE ANGELS      PLYMOUTH       NH
WILLIAM E. LANCASTER SCHOOL      SALEM       NH
MAKING COMMUNITY CONNECTIONS CHARTER SCHOOL - MONADNOCK      KEENE       NH
WINDHAM CENTER SCHOOL      WINDHAM       NH
THE BOYS AND GIRLS CLUB OF SOUHEGAN VALLEY - EARLY EDUCATION      MILFORD       NH
SOUTHERN NEW HAMPSHIRE SERVICES - PORTSMOUTH HEAD START      PORTSMOUTH       NH
SEACOAST SCHOOL OF TECHNOLOGY      EXETER       NH
NORTHEAST WOODLAND SCHOOL      CONWAY       NH
BURNHAM BROOK SCHOOL      CANTERBURY       NH
LEBANON MIDDLE SCHOOL      LEBANON       NH
ABBOT-DOWNING SCHOOL      CONCORD       NH
THE WELL SCHOOL      PETERBOROUGH       NH
N. CHARLESTOWN COMMUNITY SCHOOL      CHARLESTOWN       NH
DUBLIN CONSOLIDATED SCHOOL      DUBLIN       NH
SHINING LIGHTS LEARNING CENTER & CHILD CARE AT FCC      LITTLETON       NH
WOODBURY SCHOOL      SALEM       NH
SYMONDS ELEMENTARY SCHOOL      KEENE       NH
HONEY HILL CHILD CARE      DOVER       NH
PINE TREE ELEMENTARY SCHOOL      CONWAY       NH
NEW SEARLES SCHOOL      NASHUA       NH
LEARNING ADVENTURES EARLY CHILDHOOD CENTER      BEDFORD       NH
MCKELVIE INTERMEDIATE SCHOOL      BEDFORD       NH
SOUTHERN NH MONTESSORI ACADEMY      LONDONDERRY       NH
NEWFIELDS ELEMENTARY SCHOOL      NEWFIELDS       NH
NEWPORT MIDDLE SCHOOL      NEWPORT       NH
SALEM KID START KINDERGARTEN      SALEM       NH
BUSY BEE IN HOME DAY CARE      WINDHAM       NH
RAYMOND HIGH SCHOOL      RAYMOND       NH
RALPH WALDO EMERSON SCHOOL FOR PRESCHOOLERS      CONCORD       NH
WEDIKO CHILDRENS SERVICES INC.      WINDSOR       NH
LINCOLN AKERMAN SCHOOL      HAMPTON FALLS       NH
PLEASANT STREET SCHOOL      LACONIA       NH
MOUNT ST. MARY ACADEMY      MANCHESTER       NH
VISTA LEARNING CTR      AMHERST       NH
ST. THOMAS AQUINAS HIGH SCHOOL      DOVER       NH
UNITY ELEMENTARY SCHOOL      NEWPORT       NH
OLGA'S FAMILY DAYCARE      NASHUA       NH
MOOSE HILL SCHOOL      LONDONDERRY       NH
NEWFOUND REGIONAL HIGH SCHOOL      BRISTOL       NH
MAKING COMMUNITY CONNECTIONS CHARTER SCHOOL (H)      MANCHESTER       NH
LEDYARD CHARTER SCHOOL      LEBANON       NH
FRED C. UNDERHILL SCHOOL      HOOKSETT       NH
SECOND START      CONCORD       NH
JENS HOME DAYCARE      HUDSON       NH
SOMERSWORTH MIDDLE SCHOOL      SOMERSWORTH       NH
SOUHEGAN COOP HIGH SCHOOL      AMHERST       NH
KINGS KIDS CHILD CARE CENTER      PELHAM       NH
JOHN H. FULLER SCHOOL      CONWAY       NH
CSI CHARTER SCHOOL AND MERRIMACK VALLEY LEARNING CENTER      CONCORD       NH
INDIAN RIVER SCHOOL      CANAAN       NH
GILBERT H. HOOD MIDDLE SCHOOL      DERRY       NH
TRINITY CHRISTIAN SCHOOL      CONCORD       NH
ST. CHRISTOPHER SCHOOL      NASHUA       NH
MILTON LEARNING CENTER      MILTON       NH
WASHINGTON ELEMENTARY SCHOOL      WASHINGTON       NH
DARTMOUTH COLLEGE CHILD CARE CENTER      HANOVER       NH
STARK VILLAGE SCHOOL      STARK       NH
PLYMOUTH REGIONAL HIGH SCHOOL      PLYMOUTH       NH
WEARE VILLAGE KIDZ ACADEMY      WEARE       NH
TRAILS TO LEARNING HOME DAY CARE      PELHAM       NH
BETHLEHEM ELEMENTARY SCHOOL      BETHLEHEM       NH
WINCHESTER SCHOOL      WINCHESTER       NH
MILL BROOK SCHOOL      CONCORD       NH
YMCA OF THE SEACOAST - GREENLAND      GREENLAND       NH
LITCHFIELD MIDDLE SCHOOL      LITCHFIELD       NH
CROSSROADS ACADEMY      LYME       NH
CONCORD CHRISTIAN ACADEMY      CONCORD       NH
BELMONT MIDDLE SCHOOL      BELMONT       NH
LITTLE RISING STARS CHILD CARE CENTER      MANCHESTER       NH
COMPASS ACADEMY      CONCORD       NH
DAVID R. CAWLEY MIDDLE SCHOOL      HOOKSETT       NH
CROSSROADS BAPTIST CHURCH      PELHAM       NH
WINDHAM HIGH SCHOOL      WINDHAM       NH
HOLLIS MONTESSORI SCHOOL      HOLLIS       NH
TUMBLE BEES PRESCHOOL AND FITNESS      HOOKSETT       NH
LITTLE SPROUTS      NASHUA       NH
RICHARD MAGHAKIAN MEMORIAL SCHOOL      BROOKLINE       NH
MERRIMACK VALLEY DAY CARE SERVICE @ JENNINGS DRIVE      CONCORD       NH
HOLY CROSS EARLY CHILDHOOD CENTER      MANCHESTER       NH
